folio,idformadepago,importe
2502,VISA,1195.0
2508,EF,330.0
2507,EF,330.0
2516,EF,200.0
2515,EF,0.0
2519,EF,300.0
2513,EF,745.0
2511,EF,805.0
2518,VISA,1655.0
2521,EF,330.0
2522,EF,350.0
2512,VISA,1975.0
2520,VISA,590.0
2523,EF,400.0
2504,EF,600.0
2514,EF,0.0
2477,EF,430.0
2476,EF,290.0
2480,VISA,720.0
2481,EF,720.0
2486,EF,500.0
2484,EF,395.0
2485,EF,340.0
2479,EF,250.0
2487,EF,400.0
2482,EF,260.0
2492,EF,670.0
2483,EF,250.0
2494,EF,275.0
2488,EF,250.0
2497,EF,450.0
2495,EF,350.0
2493,VISA,195.0
2490,EF,470.0
2489,EF,270.0
2496,EF,270.0
2501,EF,210.0
2506,VISA,435.0
2509,EF,380.0
2510,EF,645.0
2498,EF,0.0
2517,EF,0.0
2524,EF,455.0
2525,EF,270.0
2478,EF,2815.0
2478,VISA,210.0
2536,VISA,1010.0
2542,EF,460.0
2541,EF,570.0
2550,EF,0.0
2549,EF,410.0
2547,EF,170.0
2544,EF,360.0
2548,EF,590.0
2538,VISA,610.0
2551,EF,350.0
2540,EF,340.0
2553,VISA,290.0
2558,EF,170.0
2557,EF,230.0
2556,VISA,520.0
2552,EF,170.0
2555,EF,515.0
2554,EF,350.0
2533,EF,1315.0
2559,EF,310.0
2564,EF,320.0
2562,VISA,630.0
2560,EF,270.0
2561,EF,230.0
2566,EF,170.0
2563,EF,405.0
2565,EF,340.0
2570,EF,170.0
2569,EF,360.0
2567,VISA,250.0
2568,VISA,300.0
2573,EF,195.0
2571,EF,310.0
2572,EF,785.0
2583,VISA,1455.0
2584,EF,350.0
2584,VISA,290.0
2528,EF,705.0
2530,EF,200.0
2529,EF,210.0
2532,EF,240.0
2531,EF,400.0
2535,EF,200.0
2534,EF,340.0
2537,EF,190.0
2539,EF,200.0
2546,EF,320.0
2582,EF,170.0
2574,EF,230.0
2578,EF,430.0
2575,EF,230.0
2581,EF,400.0
2579,EF,440.0
2577,EF,170.0
2586,EF,170.0
2585,EF,630.0
2587,EF,210.0
2590,EF,380.0
2588,EF,210.0
2589,VISA,170.0
2580,VISA,530.0
2576,VISA,950.0
2593,EF,365.0
2591,EF,440.0
2594,EF,425.0
2592,EF,210.0
2595,EF,170.0
2596,EF,540.0
2602,EF,290.0
2615,EF,565.0
2614,EF,1335.0
2617,EF,170.0
2608,EF,260.0
2609,EF,210.0
2610,EF,195.0
2604,EF,0.0
2619,EF,330.0
2624,VISA,360.0
2611,VISA,210.0
2613,EF,400.0
2616,EF,200.0
2626,EF,455.0
2627,EF,275.0
2618,EF,265.0
2601,EF,230.0
2605,EF,195.0
2625,EF,380.0
2654,EF,170.0
2600,VISA,230.0
2607,VISA,190.0
2598,EF,310.0
2603,EF,170.0
2599,EF,210.0
2606,EF,170.0
2612,EF,250.0
2620,EF,210.0
2621,EF,360.0
2631,EF,340.0
2630,EF,400.0
2623,EF,400.0
2622,EF,300.0
2632,EF,0.0
2629,EF,350.0
2628,EF,120.0
2633,EF,240.0
2635,EF,280.0
2636,EF,210.0
2637,EF,550.0
2638,EF,340.0
2634,EF,450.0
2651,EF,180.0
2653,VISA,170.0
2639,EF,250.0
2642,EF,240.0
2640,EF,170.0
2643,EF,210.0
2644,EF,250.0
2645,EF,170.0
2641,EF,230.0
2650,EF,230.0
2649,EF,170.0
2648,EF,210.0
2646,EF,230.0
2647,EF,520.0
2661,EF,120.0
2662,EF,170.0
2663,EF,265.0
2652,VISA,530.0
2656,EF,200.0
2655,EF,645.0
2659,EF,120.0
2660,EF,230.0
2657,EF,0.0
2658,EF,170.0
2664,EF,365.0
2667,EF,640.0
2668,EF,930.0
2669,EF,600.0
2670,VISA,505.0
2671,EF,370.0
2672,EF,1285.0
2674,EF,340.0
2673,EF,190.0
2675,EF,520.0
2677,EF,200.0
2679,EF,170.0
2676,VISA,245.0
2680,VISA,350.0
2678,EF,680.0
2681,EF,170.0
2682,EF,230.0
2683,EF,170.0
2725,VISA,290.0
2732,EF,1210.0
2736,EF,1165.0
2734,EF,300.0
2718,EF,460.0
2719,EF,190.0
2717,EF,390.0
2720,EF,210.0
2722,EF,440.0
2726,EF,200.0
2721,EF,330.0
2723,EF,170.0
2729,EF,230.0
2728,EF,380.0
2724,EF,290.0
2727,EF,230.0
2737,EF,0.0
2730,EF,280.0
2733,EF,240.0
2731,EF,1150.0
2735,EF,520.0
2743,EF,230.0
2759,VISA,1015.0
2765,EF,230.0
2766,EF,580.0
2772,EF,195.0
2763,EF,430.0
2760,EF,430.0
2761,EF,700.0
2754,EF,370.0
2773,EF,435.0
2774,EF,390.0
2776,EF,685.0
2775,VISA,365.0
2771,EF,400.0
2778,VISA,435.0
2779,EF,550.0
2769,EF,335.0
2777,EF,600.0
2767,VISA,380.0
2843,MC,480.0
2845,EF,340.0
2847,EF,195.0
2848,EF,230.0
2892,EF,170.0
2852,EF,120.0
2859,EF,210.0
2850,EF,480.0
2862,EF,170.0
2863,EF,260.0
2869,EF,200.0
2866,EF,190.0
2861,EF,760.0
2844,EF,130.0
2846,EF,360.0
2851,EF,250.0
2853,EF,565.0
2856,EF,360.0
2855,EF,195.0
2849,EF,0.0
2858,MC,355.0
2857,MC,230.0
2911,EF,120.0
2913,EF,370.0
2917,EF,200.0
2916,EF,730.0
2915,VISA,330.0
2919,EF,290.0
2923,VISA,420.0
2920,EF,120.0
2921,EF,170.0
2922,VISA,200.0
2924,EF,210.0
2925,EF,340.0
2926,EF,330.0
2928,EF,360.0
2927,VISA,330.0
2918,EF,355.0
2930,EF,305.0
2931,VISA,340.0
2932,VISA,170.0
2934,EF,0.0
2938,VISA,270.0
2936,VISA,315.0
2933,EF,170.0
2935,EF,570.0
2941,VISA,470.0
2940,EF,490.0
2939,VISA,290.0
2937,EF,170.0
2942,EF,240.0
2943,VISA,335.0
2959,EF,210.0
2966,EF,200.0
2963,EF,145.0
2963,MC,200.0
2963,VISA,200.0
2961,EF,1380.0
2967,EF,365.0
2967,VISA,500.0
2945,EF,375.0
2954,EF,170.0
2955,EF,270.0
2964,VISA,460.0
2962,EF,485.0
2946,EF,190.0
2948,VISA,430.0
2947,EF,170.0
2949,VISA,380.0
2950,EF,646.0
2950,VISA,134.0
2957,VISA,230.0
2953,EF,210.0
2951,EF,210.0
2952,EF,260.0
2956,EF,200.0
2960,VISA,200.0
2958,EF,170.0
2969,EF,220.0
2974,VISA,170.0
2978,EF,210.0
2983,EF,850.0
2984,EF,170.0
2985,EF,260.0
2981,EF,230.0
2988,EF,230.0
2992,EF,1150.0
2971,EF,420.0
2972,EF,200.0
2975,EF,0.0
2970,VISA,1230.0
2976,MC,735.0
2977,VISA,210.0
2973,EF,210.0
2979,EF,20.0
2980,EF,20.0
2987,EF,440.0
2982,EF,230.0
2986,EF,170.0
2993,EF,510.0
2989,VISA,200.0
2990,VISA,335.0
2991,EF,230.0
3004,VISA,420.0
3005,MC,210.0
2996,EF,300.0
2995,EF,260.0
2997,EF,340.0
2998,EF,260.0
2999,EF,210.0
3006,VISA,375.0
3007,EF,395.0
3008,EF,605.0
3009,MC,495.0
3000,EF,170.0
3001,EF,210.0
3010,VISA,455.0
3011,EF,875.0
3011,MC,600.0
3011,VISA,600.0
3002,EF,230.0
3012,EF,420.0
3015,EF,200.0
3014,EF,335.0
3013,EF,405.0
3017,EF,235.0
3021,VISA,250.0
3019,EF,365.0
3028,EF,515.0
3024,EF,420.0
3003,EF,230.0
3023,EF,195.0
3029,EF,260.0
3031,EF,515.0
3027,EF,200.0
3026,EF,200.0
3032,EF,210.0
3033,VISA,390.0
3030,EF,820.0
3035,VISA,225.0
3020,EF,400.0
3016,EF,210.0
3018,VISA,245.0
3022,VISA,400.0
3036,EF,955.0
3036,VISA,550.0
3037,VISA,905.0
3039,EF,975.0
3038,EF,470.0
3034,EF,240.0
3025,EF,0.0
3040,EF,520.0
3046,EF,200.0
3061,EF,380.0
3070,EF,275.0
3069,EF,400.0
3073,EF,230.0
3072,EF,425.0
3074,EF,640.0
3077,EF,300.0
3080,EF,320.0
3079,EF,230.0
3081,EF,365.0
3085,EF,200.0
3088,EF,190.0
3087,EF,335.0
3086,EF,240.0
3060,EF,400.0
3051,VISA,435.0
3050,EF,210.0
3058,EF,200.0
3042,EF,770.0
3043,EF,120.0
3047,EF,170.0
3045,EF,230.0
3044,EF,560.0
3049,EF,170.0
3048,EF,390.0
3054,EF,170.0
3053,VISA,840.0
3055,EF,405.0
3052,EF,380.0
3056,EF,200.0
3059,EF,725.0
3062,EF,200.0
3057,EF,210.0
3065,VISA,465.0
3066,EF,295.0
3068,EF,200.0
3067,EF,470.0
3063,EF,605.0
3063,VISA,780.0
3064,EF,195.0
3078,EF,420.0
3078,VISA,560.0
3075,EF,470.0
3071,EF,220.0
3082,EF,810.0
3083,EF,315.0
3076,EF,980.0
3084,EF,170.0
3089,EF,310.0
3165,VISA,130.0
3166,EF,40.0
3167,EF,200.0
3168,EF,230.0
3169,EF,565.0
3170,EF,340.0
3173,VISA,210.0
3172,EF,170.0
3174,EF,355.0
3176,EF,200.0
3175,EF,170.0
3171,EF,200.0
3178,MC,280.0
3179,EF,340.0
3180,EF,170.0
3181,EF,395.0
3182,VISA,570.0
3186,EF,530.0
3187,VISA,210.0
3183,EF,470.0
3188,EF,1180.0
3189,EF,360.0
3184,EF,230.0
3185,EF,170.0
3191,EF,20.0
3192,EF,3855.0
3193,VISA,240.0
3194,VISA,550.0
3195,EF,210.0
3197,VISA,1045.0
3196,EF,925.0
3205,VISA,400.0
3204,EF,200.0
3201,EF,415.0
3200,EF,195.0
3199,EF,220.0
3203,EF,665.0
3202,EF,405.0
3223,VISA,875.0
3222,EF,1085.0
3207,EF,270.0
3208,EF,230.0
3209,EF,400.0
3210,VISA,210.0
3211,EF,660.0
3214,VISA,345.0
3213,EF,195.0
3212,EF,230.0
3216,EF,305.0
3215,EF,200.0
3218,EF,205.0
3219,EF,340.0
3217,EF,280.0
3220,EF,200.0
3225,EF,335.0
3226,VISA,630.0
3224,VISA,880.0
3221,EF,380.0
3241,EF,300.0
3240,VISA,700.0
3237,EF,170.0
3235,EF,320.0
3243,VISA,260.0
3234,VISA,510.0
3238,EF,3.0
3238,VISA,282.0
3239,MC,265.0
3236,MC,1375.0
3229,EF,645.0
3228,EF,240.0
3228,VISA,685.0
3230,EF,420.0
3231,EF,170.0
3233,EF,605.0
3232,EF,330.0
3254,EF,200.0
3253,EF,300.0
3252,EF,230.0
3251,EF,230.0
3250,EF,170.0
3246,EF,465.0
3247,EF,170.0
3249,EF,200.0
3248,EF,400.0
3245,EF,380.0
3255,VISA,205.0
3256,VISA,230.0
3257,EF,290.0
3258,EF,130.0
3266,EF,200.0
3262,EF,900.0
3263,MC,365.0
3091,EF,470.0
3092,EF,340.0
3093,EF,170.0
3094,EF,245.0
3095,EF,200.0
3096,EF,170.0
3097,EF,210.0
3098,EF,900.0
3099,EF,290.0
3100,EF,450.0
3101,EF,760.0
3102,EF,440.0
3103,EF,265.0
3104,EF,240.0
3105,EF,0.0
3106,EF,535.0
3107,EF,590.0
3108,EF,370.0
3109,EF,230.0
3110,EF,500.0
3111,EF,170.0
3112,EF,350.0
3113,EF,200.0
3114,EF,170.0
3115,EF,175.0
3115,VISA,175.0
3116,EF,210.0
3117,EF,230.0
3118,VISA,1480.0
3119,VISA,660.0
3120,EF,200.0
3121,EF,435.0
3122,EF,290.0
3123,EF,670.0
3124,EF,910.0
3125,EF,280.0
3126,EF,835.0
3127,EF,550.0
3128,VISA,420.0
3129,EF,170.0
3130,EF,170.0
3131,EF,230.0
3132,EF,240.0
3133,EF,230.0
3134,EF,280.0
3135,EF,200.0
3136,VISA,235.0
3137,EF,280.0
3138,EF,210.0
3139,EF,290.0
3140,EF,630.0
3141,EF,170.0
3142,EF,200.0
3143,EF,360.0
3144,EF,840.0
3145,EF,200.0
3146,EF,210.0
3147,EF,555.0
3148,EF,435.0
3149,VISA,260.0
3150,EF,230.0
3151,EF,200.0
3152,EF,210.0
3153,EF,200.0
3154,EF,230.0
3155,EF,170.0
3156,EF,200.0
3157,EF,795.0
3158,EF,290.0
3159,EF,595.0
3160,EF,260.0
3161,EF,260.0
3162,EF,220.0
3163,VISA,765.0
3264,VISA,410.0
3265,VISA,445.0
3259,EF,270.0
3260,EF,210.0
3261,EF,195.0
3300,EF,655.0
3302,EF,380.0
3301,VISA,570.0
3268,EF,210.0
3273,MC,1420.0
3273,VISA,1400.0
3270,EF,370.0
3269,EF,415.0
3271,EF,415.0
3278,VISA,595.0
3279,MC,360.0
3275,EF,200.0
3272,EF,255.0
3276,EF,200.0
3274,EF,550.0
3280,VISA,170.0
3277,MC,340.0
3281,MC,710.0
3282,MC,170.0
3283,EF,1090.0
3284,EF,240.0
3285,EF,295.0
3287,EF,210.0
3289,VISA,340.0
3288,EF,405.0
3292,VISA,335.0
3294,MC,170.0
3290,EF,195.0
3291,EF,735.0
3286,EF,340.0
3298,EF,310.0
3295,EF,210.0
3297,EF,810.0
3299,VISA,230.0
3293,EF,195.0
3296,EF,350.0
3305,EF,230.0
3306,EF,210.0
3307,EF,405.0
3308,EF,130.0
3309,VISA,540.0
3310,VISA,230.0
3311,MC,360.0
3312,EF,145.0
3313,EF,260.0
3314,EF,290.0
3315,EF,395.0
3316,MC,565.0
3317,EF,510.0
3318,EF,170.0
3319,EF,210.0
3320,EF,430.0
3321,EF,260.0
3322,EF,200.0
3323,VISA,375.0
3324,EF,550.0
3325,EF,340.0
3326,EF,1770.0
3327,MC,400.0
3328,VISA,330.0
3329,VISA,630.0
3331,EF,450.0
3332,EF,170.0
3333,EF,195.0
3334,EF,170.0
3335,EF,250.0
3336,VISA,200.0
3337,VISA,350.0
3338,EF,210.0
3340,EF,475.0
3341,EF,735.0
3345,EF,160.0
3346,EF,330.0
3343,EF,170.0
3348,EF,220.0
3351,EF,440.0
3352,EF,1170.0
3349,EF,260.0
3354,VISA,195.0
3358,EF,200.0
3356,EF,340.0
3359,VISA,210.0
3304,EF,170.0
3365,EF,1115.0
3369,VISA,500.0
3370,EF,250.0
3364,EF,170.0
3371,VISA,240.0
3372,EF,300.0
3373,EF,505.0
3339,EF,230.0
3342,EF,210.0
3344,VISA,460.0
3350,EF,420.0
3355,EF,230.0
3353,EF,280.0
3357,EF,445.0
3360,EF,260.0
3361,VISA,170.0
3362,MC,265.0
3363,VISA,465.0
3366,EF,300.0
3367,EF,210.0
3347,EF,0.0
3368,EF,210.0
3330,VISA,290.0
3510,EF,545.0
3513,EF,340.0
3515,EF,220.0
3516,EF,395.0
3521,EF,200.0
3522,EF,210.0
3523,EF,230.0
3525,EF,170.0
3530,EF,635.0
3532,EF,385.0
3537,EF,220.0
3533,VISA,280.0
3543,EF,210.0
3520,EF,190.0
3540,EF,875.0
3541,EF,300.0
3542,MC,360.0
3538,VISA,890.0
3503,EF,565.0
3505,EF,315.0
3507,EF,250.0
3508,MC,600.0
3511,EF,730.0
3509,EF,740.0
3504,EF,330.0
3506,EF,200.0
3514,EF,240.0
3512,EF,1635.0
3517,VISA,210.0
3518,EF,170.0
3519,EF,220.0
3544,EF,350.0
3539,EF,230.0
3545,EF,450.0
3546,MC,210.0
3531,VISA,200.0
3524,EF,390.0
3526,EF,200.0
3527,EF,230.0
3528,EF,440.0
3529,EF,260.0
3534,EF,200.0
3535,EF,400.0
3547,VISA,515.0
3548,EF,200.0
3536,EF,705.0
3549,VISA,315.0
3567,EF,170.0
3568,EF,365.0
3569,EF,230.0
3570,EF,520.0
3572,EF,700.0
3575,EF,700.0
3577,EF,290.0
3586,EF,690.0
3591,EF,320.0
3631,AMEX,200.0
3631,EF,340.0
3554,EF,1840.0
3558,EF,390.0
3559,EF,500.0
3560,VISA,470.0
3561,EF,210.0
3571,EF,380.0
3573,VISA,200.0
3574,EF,210.0
3576,EF,80.0
3578,EF,200.0
3579,EF,170.0
3580,EF,0.0
3566,VISA,295.0
3562,EF,325.0
3565,EF,305.0
3582,EF,585.0
3585,EF,170.0
3588,EF,580.0
3597,EF,190.0
3598,MC,275.0
3599,VISA,390.0
3600,MC,300.0
3602,EF,410.0
3590,EF,240.0
3595,EF,195.0
3603,VISA,440.0
3594,EF,170.0
3596,EF,170.0
3593,EF,230.0
3592,EF,550.0
3614,EF,275.0
3609,EF,420.0
3616,MC,425.0
3608,MC,230.0
3618,EF,475.0
3605,EF,300.0
3604,EF,410.0
3613,EF,170.0
3619,EF,740.0
3611,EF,360.0
3612,EF,170.0
3606,EF,0.0
3615,MC,170.0
3382,EF,415.0
3384,MC,1010.0
3383,MC,260.0
3387,EF,580.0
3388,EF,580.0
3389,EF,710.0
3392,EF,195.0
3400,EF,200.0
3401,EF,210.0
3402,VISA,405.0
3397,EF,330.0
3399,EF,440.0
3406,EF,170.0
3404,EF,410.0
3396,EF,240.0
3405,EF,170.0
3410,EF,445.0
3407,EF,170.0
3408,EF,200.0
3411,EF,465.0
3403,EF,1380.0
3409,EF,170.0
3393,EF,240.0
3394,EF,200.0
3395,EF,195.0
3376,EF,580.0
3379,MC,320.0
3380,EF,170.0
3381,EF,170.0
3385,VISA,535.0
3391,EF,170.0
3398,VISA,530.0
3377,EF,170.0
3378,EF,230.0
3386,EF,460.0
3390,EF,240.0
3423,VISA,580.0
3436,EF,300.0
3437,EF,670.0
3439,VISA,680.0
3435,EF,550.0
3445,VISA,455.0
3444,EF,425.0
3438,EF,260.0
3441,EF,210.0
3440,EF,130.0
3442,EF,330.0
3446,VISA,960.0
3452,EF,380.0
3459,EF,195.0
3453,EF,250.0
3455,EF,190.0
3451,EF,850.0
3454,EF,310.0
3458,EF,170.0
3457,EF,200.0
3456,VISA,1305.0
3460,EF,230.0
3417,EF,330.0
3413,EF,555.0
3420,EF,170.0
3421,MC,340.0
3422,MC,410.0
3419,EF,450.0
3418,EF,400.0
3424,EF,170.0
3427,EF,170.0
3425,EF,200.0
3414,EF,200.0
3415,EF,665.0
3416,EF,200.0
3428,EF,630.0
3429,MC,405.0
3430,EF,260.0
3431,EF,170.0
3426,EF,420.0
3434,EF,230.0
3432,EF,420.0
3433,EF,340.0
3450,VISA,280.0
3447,EF,270.0
3449,EF,0.0
3443,EF,405.0
3448,EF,425.0
3468,MC,200.0
3469,EF,170.0
3470,EF,300.0
3471,EF,200.0
3473,EF,335.0
3472,EF,170.0
3474,EF,270.0
3462,EF,170.0
3463,MC,200.0
3464,EF,490.0
3465,EF,765.0
3467,EF,210.0
3466,EF,170.0
3480,EF,230.0
3479,EF,195.0
3482,EF,230.0
3481,EF,200.0
3486,EF,990.0
3488,EF,190.0
3483,EF,195.0
3484,VISA,400.0
3485,EF,260.0
3490,EF,380.0
3491,EF,540.0
3495,EF,270.0
3494,VISA,535.0
3487,EF,1200.0
3489,EF,170.0
3492,EF,440.0
3493,EF,330.0
3497,EF,580.0
3501,EF,280.0
3496,EF,900.0
3500,VISA,580.0
3498,EF,460.0
3499,EF,1165.0
3478,EF,300.0
3476,EF,220.0
3477,EF,400.0
3635,EF,195.0
3636,EF,850.0
3637,EF,260.0
3644,EF,210.0
3646,VISA,440.0
3638,EF,210.0
3639,EF,330.0
3640,EF,260.0
3641,EF,240.0
3642,EF,210.0
3647,VISA,1705.0
3643,EF,440.0
3645,EF,430.0
3650,EF,440.0
3653,EF,430.0
3654,EF,420.0
3649,EF,210.0
3651,EF,400.0
3652,EF,420.0
3658,EF,425.0
3648,EF,210.0
3623,EF,540.0
3620,MC,878.0
3620,VISA,877.0
3624,EF,230.0
3621,EF,340.0
3622,MC,440.0
3626,EF,170.0
3628,EF,475.0
3630,EF,500.0
3629,EF,445.0
3552,EF,400.0
3551,EF,305.0
3555,EF,495.0
3556,EF,325.0
3553,EF,470.0
3563,EF,410.0
3557,EF,230.0
3564,EF,260.0
3581,EF,440.0
3587,EF,445.0
3589,EF,610.0
3607,EF,365.0
3610,VISA,120.0
3601,EF,240.0
3617,EF,365.0
3625,EF,390.0
3627,EF,210.0
3583,EF,330.0
3584,MC,300.0
3660,EF,230.0
3661,EF,230.0
3665,EF,170.0
3666,EF,395.0
3656,EF,430.0
3655,EF,470.0
3667,EF,515.0
3657,EF,380.0
3659,EF,230.0
3662,EF,700.0
3672,EF,120.0
3680,EF,210.0
3679,EF,485.0
3682,VISA,370.0
3673,VISA,1160.0
3663,EF,430.0
3675,EF,1360.0
3676,EF,330.0
3668,EF,445.0
3669,EF,405.0
3670,EF,480.0
3671,EF,380.0
3674,EF,260.0
3685,EF,380.0
3677,EF,315.0
3678,EF,260.0
3681,EF,380.0
3692,EF,410.0
3693,EF,625.0
3686,VISA,120.0
3687,EF,380.0
3684,EF,190.0
3683,EF,210.0
3696,EF,0.0
3690,EF,505.0
3689,EF,210.0
3688,EF,210.0
3701,VISA,375.0
3700,EF,340.0
3703,VISA,340.0
3697,EF,230.0
3691,EF,230.0
3694,EF,210.0
3695,EF,230.0
3705,EF,515.0
3702,VISA,440.0
3707,EF,295.0
3706,EF,350.0
3698,EF,460.0
3699,EF,200.0
3704,EF,200.0
3664,VISA,460.0
3709,VISA,170.0
3710,EF,260.0
3711,EF,265.0
3712,EF,0.0
3713,EF,260.0
3717,EF,210.0
3719,VISA,200.0
3721,EF,435.0
3722,EF,455.0
3714,EF,170.0
3715,EF,380.0
3716,EF,380.0
3718,EF,170.0
3720,EF,200.0
3725,EF,260.0
3723,EF,210.0
3729,EF,95.0
3729,VISA,270.0
3728,VISA,615.0
3730,EF,270.0
3724,EF,170.0
3726,EF,230.0
3727,EF,375.0
3732,EF,190.0
3739,EF,290.0
3741,EF,535.0
3734,EF,120.0
3738,EF,375.0
3733,EF,225.0
3736,EF,170.0
3740,EF,60.0
3740,MC,166.0
3740,VISA,339.0
3735,EF,230.0
3737,EF,200.0
3821,EF,170.0
3828,MC,740.0
3829,EF,200.0
3830,EF,195.0
3834,VISA,230.0
3839,EF,455.0
3841,EF,400.0
3845,EF,430.0
3854,EF,350.0
3846,EF,260.0
3847,EF,230.0
3858,VISA,350.0
3855,EF,210.0
3855,VISA,300.0
3849,EF,170.0
3850,EF,440.0
3851,EF,260.0
3857,EF,210.0
3859,VISA,495.0
3856,EF,985.0
3840,EF,430.0
3840,VISA,200.0
3860,EF,570.0
3852,EF,1425.0
3853,VISA,375.0
3848,VISA,200.0
3824,EF,420.0
3747,VISA,130.0
3746,VISA,290.0
3753,EF,280.0
3757,EF,250.0
3761,VISA,375.0
3758,EF,400.0
3755,EF,210.0
3762,VISA,240.0
3763,EF,200.0
3756,EF,430.0
3759,EF,480.0
3760,EF,698.0
3760,MC,157.0
3748,EF,525.0
3749,MC,370.0
3751,MC,240.0
3750,EF,250.0
3752,EF,0.0
3754,EF,400.0
3764,EF,195.0
3765,EF,705.0
3776,VISA,420.0
3768,EF,490.0
3785,EF,230.0
3787,EF,525.0
3798,EF,445.0
3800,EF,320.0
3802,EF,400.0
3801,EF,535.0
3805,EF,285.0
3807,VISA,440.0
3808,EF,980.0
3806,VISA,585.0
3811,EF,230.0
3812,EF,170.0
3767,EF,400.0
3782,EF,380.0
3786,EF,220.0
3770,EF,320.0
3774,EF,210.0
3772,EF,195.0
3773,EF,450.0
3790,EF,170.0
3777,EF,260.0
3779,EF,195.0
3781,EF,260.0
3775,EF,270.0
3791,VISA,325.0
3778,EF,500.0
3803,VISA,620.0
3792,EF,835.0
3780,EF,0.0
3804,EF,405.0
3769,EF,290.0
3771,EF,310.0
3784,EF,415.0
3793,EF,215.0
3794,EF,480.0
3795,VISA,1520.0
3797,VISA,370.0
3788,EF,195.0
3789,EF,210.0
3796,EF,650.0
3799,EF,210.0
3813,VISA,240.0
3810,VISA,495.0
3809,EF,565.0
3814,EF,220.0
3815,EF,260.0
3817,EF,170.0
3818,EF,465.0
3816,EF,200.0
3819,VISA,565.0
3825,MC,365.0
3823,EF,230.0
3822,EF,340.0
3826,EF,295.0
3827,MC,405.0
3831,EF,290.0
3832,EF,200.0
3833,EF,450.0
3836,EF,200.0
3835,EF,230.0
3838,EF,960.0
3837,EF,790.0
3842,EF,260.0
3843,EF,360.0
3844,EF,270.0
3862,EF,170.0
3863,EF,170.0
3881,EF,400.0
3882,EF,230.0
3883,EF,1570.0
3884,VISA,170.0
3885,EF,550.0
3894,VISA,210.0
3886,EF,360.0
3887,EF,170.0
3900,MC,695.0
3906,EF,170.0
3905,EF,200.0
3911,VISA,200.0
3912,VISA,270.0
3908,EF,170.0
3913,VISA,465.0
3909,EF,170.0
3910,EF,170.0
3864,EF,370.0
3867,EF,130.0
3873,EF,120.0
3865,EF,440.0
3866,EF,350.0
3868,EF,390.0
3869,EF,230.0
3870,EF,230.0
3872,EF,280.0
3874,EF,0.0
3877,EF,170.0
3878,EF,170.0
3875,EF,170.0
3871,EF,170.0
3880,EF,220.0
3879,EF,370.0
3876,EF,400.0
3888,EF,315.0
3896,VISA,425.0
3890,EF,830.0
3898,EF,485.0
3891,EF,210.0
3892,EF,200.0
3901,VISA,360.0
3897,EF,210.0
3895,EF,210.0
3893,EF,400.0
3889,EF,225.0
3904,VISA,335.0
3903,VISA,425.0
3907,EF,340.0
3902,EF,210.0
3899,EF,620.0
3242,VISA,440.0
3916,MC,310.0
3925,EF,200.0
3941,EF,430.0
3932,EF,210.0
3934,EF,120.0
3933,EF,210.0
3943,EF,170.0
3945,EF,380.0
3947,EF,210.0
3946,EF,360.0
3949,EF,320.0
3948,EF,130.0
3952,EF,365.0
3950,EF,790.0
3951,EF,90.0
3953,EF,170.0
3957,VISA,440.0
3954,EF,195.0
3939,EF,395.0
3955,EF,330.0
3956,EF,210.0
3958,EF,250.0
3961,VISA,340.0
3960,VISA,1210.0
3959,EF,440.0
3963,EF,260.0
3965,EF,280.0
3964,EF,210.0
3966,EF,210.0
3975,VISA,425.0
3974,EF,210.0
3976,EF,435.0
3973,EF,430.0
3977,EF,455.0
3972,EF,350.0
3967,EF,210.0
3968,EF,210.0
3969,EF,260.0
3970,EF,190.0
3979,EF,230.0
3980,EF,240.0
3978,EF,210.0
3918,EF,525.0
3919,EF,520.0
3920,EF,170.0
3922,EF,130.0
3924,EF,275.0
3915,EF,970.0
3917,EF,240.0
3921,EF,195.0
3923,EF,640.0
3926,EF,330.0
3927,EF,780.0
3928,VISA,915.0
3931,VISA,1110.0
3929,EF,550.0
3940,EF,440.0
3937,EF,260.0
3930,EF,0.0
3938,EF,695.0
3935,EF,500.0
3942,EF,350.0
3944,MC,855.0
3936,EF,670.0
3971,EF,230.0
3962,EF,285.0
3983,VISA,535.0
3984,VISA,145.0
3985,EF,505.0
3982,VISA,540.0
3986,VISA,545.0
3989,VISA,1660.0
3990,VISA,400.0
3987,EF,290.0
3988,EF,270.0
3992,VISA,170.0
3991,EF,475.0
3993,VISA,230.0
3996,EF,420.0
4005,EF,300.0
4003,EF,280.0
4003,VISA,800.0
3998,EF,230.0
3999,EF,535.0
4000,VISA,745.0
3997,EF,220.0
4002,EF,390.0
4001,EF,200.0
4004,EF,420.0
4006,EF,515.0
3994,EF,370.0
3995,EF,230.0
4008,EF,210.0
4012,EF,400.0
4011,EF,330.0
4009,EF,955.0
4010,EF,230.0
4013,EF,170.0
4014,EF,210.0
4018,VISA,385.0
4015,EF,230.0
4016,EF,210.0
4017,EF,330.0
4019,EF,455.0
4020,VISA,540.0
4023,EF,210.0
4022,EF,170.0
4026,VISA,430.0
4027,EF,210.0
4024,VISA,420.0
4028,EF,260.0
4033,VISA,425.0
4029,EF,170.0
4031,EF,230.0
4032,EF,230.0
4035,VISA,540.0
4036,EF,300.0
4037,EF,200.0
4034,VISA,590.0
4030,EF,445.0
4025,EF,240.0
4043,EF,170.0
4044,EF,210.0
4040,VISA,440.0
4039,EF,260.0
4041,EF,610.0
